Region,Month of Period End,Median Sale Price,Median Sale Price MoM,Median Sale Price YoY,Homes Sold,Homes Sold MoM,Homes Sold YoY,New Listings,New Listings MoM,New Listings YoY,Inventory,Inventory MoM,Inventory YoY,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM,Average Sale To List YoY
30319,1/1/2020,"$548,000",-1.20%,14.20%,201,-12.60%,7.50%,237,7.70%,-0.40%,268,2.30%,-6.30%,54,2,5,97.70%,-0.30%,0.90%
30319,2/1/2020,"$557,000",1.70%,17.90%,194,-3.50%,14.10%,271,14.30%,-7.20%,272,1.50%,-10.80%,53,-1,-6,97.70%,-0.10%,0.90%
30319,3/1/2020,"$534,000",-4.20%,6.70%,210,8.20%,22.80%,372,37.30%,0.00%,303,11.40%,-6.50%,47,-6,-1,97.80%,0.10%,0.80%
30319,4/1/2020,"$528,000",-1.10%,-1.30%,242,15.20%,7.60%,347,-6.70%,-11.70%,306,1.00%,-5.60%,42,-6,4,98.10%,0.30%,0.50%
30319,5/1/2020,"$525,000",-0.60%,-2.30%,230,-5.00%,-20.10%,351,1.20%,-13.30%,309,1.00%,-9.40%,38,-4,10,98.20%,0.10%,0.60%
30319,6/1/2020,"$533,000",1.40%,-1.60%,252,9.60%,-17.90%,326,-7.10%,-13.80%,313,1.30%,-1.60%,39,1,10,98.40%,0.20%,0.60%
30319,7/1/2020,"$545,000",2.30%,-0.90%,279,10.70%,-8.20%,360,10.40%,5.30%,313,0.00%,4.00%,44,5,12,98.40%,0.10%,0.60%
30319,8/1/2020,"$537,000",-1.40%,-2.80%,317,13.60%,13.60%,379,5.30%,16.30%,323,3.20%,-0.60%,45,1,2,98.50%,0.10%,0.60%
30319,9/1/2020,"$542,000",0.90%,-1.50%,303,-4.40%,17.40%,373,-1.60%,19.60%,298,-7.70%,-4.50%,42,-3,-5,98.50%,-0.10%,0.30%
30319,10/1/2020,"$549,000",1.20%,-0.20%,300,-1.00%,27.70%,364,-2.40%,15.90%,307,3.00%,2.00%,32,-10,-15,98.60%,0.10%,0.40%
30319,11/1/2020,"$565,000",3.00%,3.00%,293,-2.30%,30.80%,312,-14.30%,14.30%,279,-9.10%,-7.30%,39,7,-13,98.40%,-0.10%,0.40%
30319,12/1/2020,"$579,000",2.50%,4.40%,296,1.00%,28.70%,260,-16.70%,18.20%,250,-10.40%,-4.60%,40,1,-13,98.40%,-0.10%,0.40%
30319,1/1/2021,"$565,000",-2.40%,3.10%,254,-14.20%,26.40%,242,-6.90%,2.10%,235,-6.00%,-12.30%,46,6,-8,98.20%,-0.20%,0.50%
30319,2/1/2021,"$549,000",-2.90%,-1.50%,250,-1.60%,28.90%,274,13.20%,1.10%,200,-14.90%,-26.50%,44,-2,-9,98.30%,0.10%,0.60%
30319,3/1/2021,"$566,000",3.20%,6.00%,290,16.00%,38.10%,356,29.90%,-4.30%,185,-7.50%,-38.90%,47,3,0,98.70%,0.50%,0.90%
30319,4/1/2021,"$563,000",-0.50%,6.60%,375,29.30%,55.00%,405,13.80%,16.70%,193,4.30%,-36.90%,41,-6,-1,99.10%,0.40%,1.00%
30319,5/1/2021,"$581,000",3.10%,10.60%,440,17.30%,91.30%,396,-2.20%,12.80%,164,-15.00%,-46.90%,25,-16,-13,99.50%,0.40%,1.30%
30319,6/1/2021,"$580,000",-0.10%,8.90%,416,-5.50%,65.10%,374,-5.60%,14.70%,185,12.80%,-40.90%,22,-3,-17,99.90%,0.40%,1.50%
30319,7/1/2021,"$594,000",2.40%,9.00%,369,-11.30%,32.30%,329,-12.00%,-8.60%,183,-1.10%,-41.50%,21,-1,-23,100.00%,0.10%,1.60%
30319,8/1/2021,"$615,000",3.50%,14.50%,308,-16.50%,-2.80%,328,-0.30%,-13.50%,180,-1.60%,-44.30%,21,0,-24,99.80%,-0.20%,1.20%
30319,9/1/2021,"$612,000",-0.60%,12.80%,275,-10.70%,-9.20%,312,-4.90%,-16.40%,183,1.70%,-38.60%,22,1,-20,99.40%,-0.30%,1.00%
30319,10/1/2021,"$613,000",0.20%,11.60%,274,-0.40%,-8.70%,298,-4.50%,-18.10%,171,-6.60%,-44.30%,23,1,-10,99.30%,-0.20%,0.70%
30319,11/1/2021,"$597,000",-2.50%,5.70%,285,4.00%,-2.70%,268,-10.10%,-14.10%,144,-15.80%,-48.40%,25,3,-14,99.60%,0.30%,1.10%
30319,12/1/2021,"$610,000",2.20%,5.40%,283,-0.70%,-4.40%,199,-25.70%,-23.50%,96,-33.30%,-61.60%,26,1,-15,99.60%,0.00%,1.20%
30319,1/1/2022,"$611,000",0.20%,8.10%,251,-11.30%,-1.20%,180,-9.50%,-25.60%,90,-6.30%,-61.70%,31,6,-15,99.50%,-0.10%,1.30%
30319,2/1/2022,"$625,000",2.30%,13.90%,220,-12.40%,-12.00%,180,0.00%,-34.30%,79,-12.20%,-60.50%,27,-4,-17,99.70%,0.30%,1.50%
30319,3/1/2022,"$615,000",-1.60%,8.70%,219,-0.50%,-24.50%,256,42.20%,-28.10%,83,5.10%,-55.10%,21,-6,-26,100.60%,0.90%,1.90%
30319,4/1/2022,"$658,000",7.00%,16.80%,250,14.20%,-33.30%,299,16.80%,-26.20%,109,31.30%,-43.50%,16,-5,-25,101.80%,1.20%,2.70%
30319,5/1/2022,"$695,000",5.60%,19.60%,266,6.40%,-39.50%,330,10.40%,-16.70%,113,3.70%,-31.10%,13,-3,-12,102.70%,0.90%,3.20%
30319,6/1/2022,"$701,000",0.90%,20.80%,274,3.00%,-34.10%,332,0.60%,-11.20%,140,23.90%,-24.30%,12,-1,-10,102.70%,0.00%,2.80%
30319,7/1/2022,"$670,000",-4.40%,12.80%,250,-8.80%,-32.20%,327,-1.50%,-0.60%,158,12.90%,-13.70%,13,1,-8,101.90%,-0.80%,1.90%
30319,8/1/2022,"$652,000",-2.60%,6.10%,252,0.80%,-18.20%,307,-6.10%,-6.40%,134,-15.20%,-25.60%,16,3,-5,100.50%,-1.40%,0.70%
30319,9/1/2022,"$643,000",-1.50%,5.10%,251,-0.40%,-8.70%,262,-14.70%,-16.00%,122,-9.00%,-33.30%,21,5,-1,99.40%,-1.10%,0.00%
30328,2/1/2012,"$210,000",0.00%,-2.60%,124,13.80%,12.70%,198,10.60%,5.90%,330,-3.50%,-21.40%,119,-2,-15,93.70%,-0.70%,0.00%
30328,3/1/2012,"$189,000",-10.00%,-8.50%,147,18.50%,11.40%,235,18.70%,-5.20%,336,1.80%,-19.60%,113,-6,-23,94.10%,0.50%,0.80%
30328,4/1/2012,"$168,000",-11.40%,-21.30%,177,20.40%,26.40%,263,11.90%,-1.10%,358,6.50%,-18.30%,119,6,-3,94.60%,0.40%,0.30%
30328,5/1/2012,"$194,000",16.10%,-7.40%,194,9.60%,26.80%,272,3.40%,0.00%,352,-1.70%,-15.00%,99,-20,-13,95.70%,1.10%,1.50%
30328,6/1/2012,"$215,000",10.60%,-6.50%,201,3.60%,26.40%,263,-3.30%,4.00%,341,-3.10%,-18.80%,80,-19,-30,96.20%,0.50%,2.40%
30328,7/1/2012,"$214,000",-0.50%,-9.30%,211,5.00%,17.90%,222,-15.60%,3.30%,312,-8.50%,-21.00%,65,-15,-51,96.90%,0.70%,3.80%
30328,8/1/2012,"$188,000",-12.40%,-23.20%,198,-6.20%,10.00%,200,-9.90%,-4.30%,294,-5.80%,-23.60%,68,3,-53,96.80%,-0.10%,3.90%
30328,9/1/2012,"$183,000",-2.50%,-21.80%,175,-11.60%,8.00%,193,-3.50%,-4.00%,291,-1.00%,-22.80%,97,29,-23,96.20%,-0.60%,2.70%
30328,10/1/2012,"$205,000",12.10%,-4.70%,147,-16.00%,0.70%,210,8.80%,-0.90%,282,-3.10%,-22.10%,106,9,-14,95.00%,-1.30%,1.60%
30328,11/1/2012,"$205,000",0.10%,14.00%,150,2.00%,13.60%,220,4.80%,6.30%,280,-0.70%,-22.90%,113,7,-10,94.40%,-0.50%,0.60%
30328,12/1/2012,"$214,000",4.00%,17.00%,182,21.30%,46.80%,186,-15.50%,1.60%,251,-10.40%,-26.60%,81,-32,-50,94.90%,0.50%,1.20%
30328,1/1/2013,"$212,000",-0.70%,1.00%,181,-0.50%,66.10%,180,-3.20%,0.60%,242,-3.60%,-29.20%,80,-1,-41,95.70%,0.80%,1.40%
30328,2/1/2013,"$212,000",0.00%,1.00%,173,-4.40%,39.50%,197,9.40%,-0.50%,262,8.30%,-20.60%,83,3,-36,96.00%,0.30%,2.40%
30328,3/1/2013,"$211,000",-0.40%,11.70%,146,-15.60%,-0.70%,251,27.40%,6.80%,269,2.70%,-19.90%,92,9,-22,96.50%,0.50%,2.40%
30328,4/1/2013,"$246,000",16.30%,46.60%,168,15.10%,-5.10%,274,9.20%,4.20%,258,-4.10%,-27.90%,68,-24,-51,96.90%,0.40%,2.30%
30328,5/1/2013,"$282,000",14.70%,44.80%,208,23.80%,7.20%,271,-1.10%,-0.40%,255,-1.20%,-27.60%,56,-12,-43,96.80%,-0.10%,1.10%
30328,6/1/2013,"$289,000",2.80%,34.50%,234,12.50%,16.40%,294,8.50%,11.80%,275,7.80%,-19.40%,50,-6,-30,97.10%,0.30%,0.90%
30328,7/1/2013,"$274,000",-5.40%,27.80%,258,10.30%,22.30%,306,4.10%,37.80%,270,-1.80%,-13.50%,44,-6,-21,96.90%,-0.20%,0.00%
30328,8/1/2013,"$245,000",-10.40%,30.70%,253,-1.90%,27.80%,292,-4.60%,46.00%,252,-6.70%,-14.30%,42,-2,-26,97.20%,0.30%,0.40%
30328,9/1/2013,"$228,000",-7.00%,24.60%,240,-5.10%,37.10%,272,-6.80%,40.90%,282,11.90%,-3.10%,38,-4,-59,97.70%,0.40%,1.50%
30328,10/1/2013,"$231,000",1.30%,12.60%,211,-12.10%,43.50%,249,-8.50%,18.60%,276,-2.10%,-2.10%,47,9,-59,97.20%,-0.50%,2.20%
30328,11/1/2013,"$247,000",7.10%,20.50%,192,-9.00%,28.00%,230,-7.60%,4.50%,240,-13.00%,-14.30%,47,0,-66,96.90%,-0.20%,2.50%
30328,12/1/2013,"$253,000",2.10%,18.30%,188,-2.10%,3.30%,197,-14.30%,5.90%,230,-4.20%,-8.40%,50,3,-31,96.20%,-0.80%,1.30%
30328,1/1/2014,"$259,000",2.60%,22.20%,173,-8.00%,-4.40%,193,-2.00%,7.20%,233,1.30%,-3.70%,48,-2,-32,96.50%,0.30%,0.80%
30328,2/1/2014,"$245,000",-5.60%,15.40%,172,-0.60%,-0.60%,247,28.00%,25.40%,267,14.60%,1.90%,54,6,-29,97.10%,0.60%,1.10%
30328,3/1/2014,"$256,000",4.60%,21.30%,177,2.90%,21.20%,281,13.80%,12.00%,242,-9.40%,-10.00%,50,-4,-42,97.40%,0.30%,0.80%
30328,4/1/2014,"$271,000",5.90%,10.40%,214,20.90%,27.40%,308,9.60%,12.40%,244,0.80%,-5.40%,41,-9,-27,97.40%,0.00%,0.50%
30328,5/1/2014,"$272,000",0.40%,-3.40%,251,17.30%,20.70%,342,11.00%,26.20%,281,15.20%,10.20%,38,-3,-18,97.30%,-0.10%,0.60%
30328,6/1/2014,"$275,000",1.10%,-4.90%,256,2.00%,9.40%,351,2.60%,19.40%,293,4.30%,6.50%,35,-3,-15,97.10%,-0.20%,0.00%
30328,7/1/2014,"$292,000",6.20%,6.80%,259,1.20%,0.40%,364,3.70%,19.00%,303,3.40%,12.20%,35,0,-9,97.00%,0.00%,0.10%
30328,8/1/2014,"$298,000",2.10%,21.60%,255,-1.50%,0.80%,313,-14.00%,7.20%,295,-2.60%,17.10%,36,1,-6,97.00%,0.00%,-0.20%
30328,9/1/2014,"$290,000",-2.70%,27.20%,263,3.10%,9.60%,280,-10.50%,2.90%,272,-7.80%,-3.50%,44,8,6,97.20%,0.20%,-0.50%
30328,10/1/2014,"$281,000",-3.20%,21.60%,270,2.70%,28.00%,258,-7.90%,3.60%,269,-1.10%,-2.50%,49,5,2,96.90%,-0.30%,-0.20%
30328,11/1/2014,"$281,000",0.00%,13.50%,232,-14.10%,20.80%,236,-8.50%,2.60%,273,1.50%,13.80%,50,1,3,96.60%,-0.40%,-0.30%
30328,12/1/2014,"$275,000",-2.20%,8.70%,218,-6.00%,16.00%,206,-12.70%,4.60%,269,-1.50%,17.00%,46,-4,-4,96.60%,0.00%,0.40%
30328,1/1/2015,"$270,000",-1.60%,4.20%,179,-17.90%,3.50%,197,-4.40%,2.10%,243,-9.70%,4.30%,69,23,21,96.40%,-0.20%,-0.10%
30328,2/1/2015,"$257,000",-4.80%,5.10%,206,15.10%,19.80%,226,14.70%,-8.50%,247,1.60%,-7.50%,80,11,26,96.30%,-0.10%,-0.80%
30328,3/1/2015,"$291,000",13.10%,13.50%,230,11.70%,29.90%,290,28.30%,3.20%,239,-3.20%,-1.20%,91,11,41,96.20%,-0.10%,-1.10%
30328,4/1/2015,"$305,000",4.90%,12.50%,269,17.00%,25.70%,308,6.20%,0.00%,228,-4.60%,-6.60%,75,-16,34,96.70%,0.40%,-0.70%
30328,5/1/2015,"$310,000",1.60%,14.00%,273,1.50%,8.80%,313,1.60%,-8.50%,242,6.10%,-13.90%,50,-25,12,96.90%,0.20%,-0.40%
30328,6/1/2015,"$320,000",3.20%,16.40%,259,-5.10%,1.20%,288,-8.00%,-17.90%,259,7.00%,-11.60%,37,-13,2,97.40%,0.50%,0.40%
30328,7/1/2015,"$305,000",-4.70%,4.50%,239,-7.70%,-7.70%,286,-0.70%,-21.40%,269,3.90%,-11.20%,35,-2,0,97.70%,0.30%,0.70%
30328,8/1/2015,"$300,000",-1.60%,0.70%,225,-5.90%,-11.80%,287,0.30%,-8.30%,285,5.90%,-3.40%,43,8,7,97.20%,-0.50%,0.20%
30328,9/1/2015,"$270,000",-10.00%,-6.90%,225,0.00%,-14.40%,282,-1.70%,0.70%,281,-1.40%,3.30%,48,5,4,96.90%,-0.30%,-0.30%
30328,10/1/2015,"$295,000",9.30%,5.10%,219,-2.70%,-18.90%,277,-1.80%,7.40%,297,5.70%,10.40%,57,9,8,96.60%,-0.30%,-0.40%
30328,11/1/2015,"$308,000",4.30%,9.60%,203,-7.30%,-12.50%,222,-19.90%,-5.90%,261,-12.10%,-4.40%,56,-1,7,97.40%,0.80%,0.80%
30328,12/1/2015,"$326,000",6.00%,18.80%,209,3.00%,-4.10%,197,-11.30%,-4.40%,222,-14.90%,-17.50%,58,2,12,96.90%,-0.40%,0.40%
30328,1/1/2016,"$305,000",-6.40%,13.00%,182,-12.90%,1.70%,192,-2.50%,-2.50%,230,3.60%,-5.30%,60,3,-9,96.90%,0.00%,0.60%
30328,2/1/2016,"$315,000",3.30%,22.60%,188,3.30%,-8.70%,240,25.00%,6.20%,236,2.60%,-4.50%,64,4,-16,96.70%,-0.30%,0.40%
30328,3/1/2016,"$305,000",-3.20%,5.00%,194,3.20%,-15.70%,286,19.20%,-1.40%,241,2.10%,0.80%,61,-3,-30,97.20%,0.50%,1.00%
30328,4/1/2016,"$315,000",3.30%,3.30%,229,18.00%,-14.90%,327,14.30%,6.20%,279,15.80%,22.40%,46,-15,-29,97.50%,0.30%,0.80%
30328,5/1/2016,"$315,000",0.00%,1.60%,253,10.50%,-7.30%,344,5.20%,9.90%,307,10.00%,26.90%,41,-5,-9,97.40%,-0.10%,0.50%
30328,6/1/2016,"$318,000",0.80%,-0.80%,255,0.80%,-1.50%,335,-2.60%,16.30%,276,-10.10%,6.60%,41,0,4,97.40%,0.00%,0.00%
30328,7/1/2016,"$321,000",1.10%,5.20%,262,2.70%,9.60%,291,-13.10%,1.70%,271,-1.80%,0.70%,41,0,6,97.40%,0.00%,-0.30%
30328,8/1/2016,"$325,000",1.20%,8.30%,256,-2.30%,13.80%,250,-14.10%,-12.90%,253,-6.60%,-11.20%,43,2,0,97.50%,0.10%,0.40%
30328,9/1/2016,"$320,000",-1.50%,18.50%,240,-6.30%,6.70%,241,-3.60%,-14.50%,273,7.90%,-2.80%,43,0,-5,97.50%,0.00%,0.60%
30328,10/1/2016,"$317,000",-0.90%,7.50%,208,-13.30%,-5.00%,244,1.20%,-11.90%,282,3.30%,-5.10%,46,3,-11,96.90%,-0.60%,0.30%
30328,11/1/2016,"$310,000",-2.30%,0.80%,197,-5.30%,-3.00%,236,-3.30%,6.30%,267,-5.30%,2.30%,48,2,-8,96.90%,0.00%,-0.50%
30328,12/1/2016,"$345,000",11.30%,5.80%,207,5.10%,-1.00%,204,-13.60%,3.60%,222,-16.90%,0.00%,49,1,-9,97.10%,0.30%,0.20%
30328,1/1/2017,"$348,000",0.90%,14.10%,191,-7.70%,4.90%,183,-10.30%,-4.70%,231,4.10%,0.40%,49,0,-11,97.40%,0.20%,0.40%
30328,2/1/2017,"$341,000",-2.00%,8.30%,169,-11.50%,-10.10%,214,16.90%,-10.80%,239,3.50%,1.30%,57,8,-7,97.30%,-0.10%,0.60%
30328,3/1/2017,"$316,000",-7.30%,3.70%,168,-0.60%,-13.40%,305,42.50%,6.60%,261,9.20%,8.30%,57,0,-4,97.10%,-0.20%,-0.10%
30328,4/1/2017,"$319,000",0.70%,1.10%,221,31.50%,-3.50%,358,17.40%,9.50%,290,11.10%,3.90%,43,-14,-3,97.90%,0.80%,0.40%
30328,5/1/2017,"$335,000",5.20%,6.30%,251,13.60%,-0.80%,360,0.60%,4.70%,269,-7.20%,-12.40%,36,-8,-6,98.00%,0.10%,0.70%
30328,6/1/2017,"$350,000",4.50%,10.20%,282,12.40%,10.60%,320,-11.10%,-4.50%,254,-5.60%,-8.00%,32,-4,-9,98.10%,0.10%,0.70%
30328,7/1/2017,"$379,000",8.30%,18.00%,268,-5.00%,2.30%,292,-8.80%,0.30%,269,5.90%,-0.70%,33,1,-8,97.70%,-0.40%,0.20%
30328,8/1/2017,"$335,000",-11.60%,3.10%,273,1.90%,6.60%,295,1.00%,18.00%,275,2.20%,8.70%,31,-2,-12,97.70%,0.10%,0.20%
30328,9/1/2017,"$313,000",-6.70%,-2.30%,208,-23.80%,-13.30%,291,-1.40%,20.70%,285,3.60%,4.40%,33,2,-10,97.30%,-0.40%,-0.20%
30328,10/1/2017,"$292,000",-6.60%,-8.00%,207,-0.50%,-0.50%,264,-9.30%,8.20%,263,-7.70%,-6.70%,38,5,-9,97.50%,0.20%,0.60%
30328,11/1/2017,"$335,000",14.70%,8.10%,179,-13.50%,-9.10%,220,-16.70%,-6.80%,243,-7.60%,-9.00%,41,4,-7,97.40%,-0.20%,0.50%
30328,12/1/2017,"$366,000",9.30%,6.20%,200,11.70%,-3.40%,170,-22.70%,-16.70%,218,-10.30%,-1.80%,44,3,-5,97.50%,0.10%,0.30%
30328,1/1/2018,"$363,000",-1.00%,4.20%,170,-15.00%,-11.00%,184,8.20%,0.50%,210,-3.70%,-9.10%,44,-1,-6,97.60%,0.10%,0.20%
30328,2/1/2018,"$355,000",-2.00%,4.20%,172,1.20%,1.80%,231,25.50%,7.90%,221,5.20%,-7.50%,50,7,-7,97.30%,-0.30%,0.10%
30328,3/1/2018,"$342,000",-3.80%,8.00%,206,19.80%,22.60%,302,30.70%,-1.00%,216,-2.30%,-17.20%,27,-23,-30,98.10%,0.80%,1.00%
30328,4/1/2018,"$374,000",9.30%,17.30%,250,21.40%,13.10%,332,9.90%,-7.30%,241,11.60%,-16.90%,22,-5,-21,99.00%,0.90%,1.10%
30328,5/1/2018,"$387,000",3.60%,15.50%,283,13.20%,12.70%,349,5.10%,-3.10%,259,7.50%,-3.70%,22,0,-14,99.30%,0.30%,1.30%
30328,6/1/2018,"$421,000",8.80%,20.30%,280,-1.10%,-0.70%,332,-4.90%,3.80%,256,-1.20%,0.80%,30,8,-3,98.90%,-0.40%,0.80%
30328,7/1/2018,"$377,000",-10.50%,-0.50%,288,2.90%,7.50%,333,0.30%,14.00%,259,1.20%,-3.70%,34,5,1,98.00%,-0.90%,0.30%
30328,8/1/2018,"$352,000",-6.80%,4.90%,278,-3.50%,1.80%,307,-7.80%,4.10%,254,-1.90%,-7.60%,30,-4,-1,97.80%,-0.20%,0.00%
30328,9/1/2018,"$348,000",-1.10%,11.20%,254,-8.60%,22.10%,286,-6.80%,-1.70%,242,-4.70%,-15.10%,34,4,1,97.40%,-0.40%,0.10%
30328,10/1/2018,"$347,000",-0.30%,18.70%,248,-2.40%,19.80%,283,-1.00%,7.20%,255,5.40%,-3.00%,39,5,2,97.30%,0.00%,-0.20%
30328,11/1/2018,"$336,000",-3.00%,0.30%,239,-3.60%,33.50%,256,-9.50%,16.40%,231,-9.40%,-4.90%,39,-1,-3,97.60%,0.20%,0.20%
30328,12/1/2018,"$328,000",-2.50%,-10.60%,225,-5.90%,12.50%,226,-11.70%,32.90%,197,-14.70%,-9.60%,43,5,-1,97.90%,0.30%,0.40%
30328,1/1/2019,"$340,000",3.80%,-6.20%,181,-19.60%,6.50%,222,-1.80%,20.70%,196,-0.50%,-6.70%,49,6,6,97.90%,0.00%,0.40%
30328,2/1/2019,"$376,000",10.60%,5.80%,176,-2.80%,2.30%,269,21.20%,16.50%,218,11.20%,-1.40%,55,6,5,97.80%,-0.10%,0.50%
30328,3/1/2019,"$418,000",11.00%,22.20%,192,9.10%,-6.80%,334,24.20%,10.60%,248,13.80%,14.80%,47,-8,20,97.70%,-0.10%,-0.40%
30328,4/1/2019,"$406,000",-2.80%,8.60%,233,21.40%,-6.80%,355,6.30%,6.90%,268,8.10%,11.20%,27,-20,5,97.80%,0.10%,-1.20%
30328,5/1/2019,"$425,000",4.70%,9.80%,259,11.20%,-8.50%,346,-2.50%,-0.90%,275,2.60%,6.20%,25,-2,3,97.80%,0.10%,-1.40%
30328,6/1/2019,"$415,000",-2.40%,-1.40%,249,-3.90%,-11.10%,329,-4.90%,-0.90%,267,-2.90%,4.30%,25,0,-5,98.10%,0.20%,-0.90%
30328,7/1/2019,"$420,000",1.20%,11.40%,263,5.60%,-8.70%,303,-7.90%,-9.00%,268,0.40%,3.50%,35,10,1,98.00%,0.00%,0.10%
30328,8/1/2019,"$391,000",-7.00%,11.20%,250,-4.90%,-10.10%,293,-3.30%,-4.60%,298,11.20%,17.30%,39,5,9,98.00%,0.00%,0.20%
30328,9/1/2019,"$395,000",1.10%,13.70%,241,-3.60%,-5.10%,288,-1.70%,0.70%,303,1.70%,25.20%,44,5,10,97.80%,-0.20%,0.50%
30328,10/1/2019,"$353,000",-10.80%,1.70%,206,-14.50%,-16.90%,276,-4.20%,-2.50%,288,-5.00%,12.90%,41,-3,2,97.40%,-0.40%,0.10%
30328,11/1/2019,"$397,000",12.70%,18.20%,197,-4.40%,-17.60%,251,-9.10%,-2.00%,275,-4.50%,19.00%,45,4,7,97.10%,-0.30%,-0.50%
30328,12/1/2019,"$398,000",0.20%,21.60%,200,1.50%,-11.10%,208,-17.10%,-8.00%,238,-13.50%,20.80%,48,3,5,97.10%,0.00%,-0.80%
30328,1/1/2020,"$415,000",4.20%,22.10%,205,2.50%,13.30%,206,-1.00%,-7.20%,237,-0.40%,20.90%,65,17,16,97.30%,0.10%,-0.70%
30328,2/1/2020,"$390,000",-6.00%,3.70%,210,2.40%,19.30%,234,13.60%,-13.00%,242,2.10%,11.00%,62,-3,7,97.40%,0.10%,-0.40%
30328,3/1/2020,"$390,000",0.00%,-6.60%,227,8.10%,18.20%,254,8.50%,-24.00%,227,-6.20%,-8.50%,56,-6,9,97.40%,0.10%,-0.30%
30328,4/1/2020,"$398,000",2.10%,-1.90%,208,-8.40%,-10.70%,244,-3.90%,-31.30%,245,7.90%,-8.60%,45,-12,18,97.90%,0.50%,0.10%
30328,5/1/2020,"$429,000",7.80%,0.90%,177,-14.90%,-31.70%,226,-7.40%,-34.70%,237,-3.30%,-13.80%,43,-2,18,98.10%,0.20%,0.20%
30328,6/1/2020,"$427,000",-0.40%,2.90%,171,-3.40%,-31.30%,258,14.20%,-21.60%,223,-5.90%,-16.50%,45,3,20,98.10%,0.00%,0.00%
30328,7/1/2020,"$415,000",-2.90%,-1.30%,220,28.70%,-16.30%,280,8.50%,-7.60%,227,1.80%,-15.30%,45,0,11,98.10%,0.10%,0.10%
30328,8/1/2020,"$413,000",-0.50%,5.60%,253,15.00%,1.20%,297,6.10%,1.40%,228,0.40%,-23.50%,40,-5,1,98.20%,0.10%,0.20%
30328,9/1/2020,"$388,000",-5.90%,-1.80%,259,2.40%,7.50%,291,-2.00%,1.00%,228,0.00%,-24.80%,38,-3,-7,98.30%,0.10%,0.50%
30328,10/1/2020,"$380,000",-2.10%,7.80%,239,-7.70%,16.00%,297,2.10%,7.60%,228,0.00%,-20.80%,34,-4,-7,97.90%,-0.40%,0.50%
30328,11/1/2020,"$420,000",10.50%,5.70%,234,-2.10%,18.80%,269,-9.40%,7.20%,212,-7.00%,-22.90%,34,0,-11,97.70%,-0.20%,0.60%
30328,12/1/2020,"$443,000",5.50%,11.30%,239,2.10%,19.50%,213,-20.80%,2.40%,167,-21.20%,-29.80%,37,3,-12,97.60%,-0.10%,0.50%
30328,1/1/2021,"$444,000",0.10%,6.90%,207,-13.40%,1.00%,194,-8.90%,-5.80%,163,-2.40%,-31.20%,40,4,-25,97.70%,0.10%,0.40%
30328,2/1/2021,"$363,000",-18.30%,-7.10%,214,3.40%,1.90%,224,15.50%,-4.30%,139,-14.70%,-42.60%,44,4,-19,97.90%,0.20%,0.60%
30328,3/1/2021,"$356,000",-1.80%,-8.70%,269,25.70%,18.50%,288,28.60%,13.40%,133,-4.30%,-41.40%,39,-5,-18,98.50%,0.60%,1.00%
30328,4/1/2021,"$382,000",7.30%,-4.00%,315,17.10%,51.40%,319,10.80%,30.70%,136,2.30%,-44.50%,27,-12,-18,99.00%,0.50%,1.10%
30328,5/1/2021,"$439,000",14.90%,2.40%,323,2.50%,82.50%,331,3.80%,46.50%,141,3.70%,-40.50%,19,-8,-24,99.40%,0.40%,1.30%
30328,6/1/2021,"$431,000",-1.80%,0.90%,295,-8.70%,72.50%,341,3.00%,32.20%,139,-1.40%,-37.70%,15,-4,-30,100.00%,0.60%,1.90%
30328,7/1/2021,"$442,000",2.40%,6.50%,294,-0.30%,33.60%,335,-1.80%,19.60%,135,-2.90%,-40.50%,15,0,-30,100.10%,0.10%,1.90%
30328,8/1/2021,"$428,000",-3.20%,3.60%,318,8.20%,25.70%,335,0.00%,12.80%,143,5.90%,-37.30%,17,2,-23,100.30%,0.20%,2.10%
30328,9/1/2021,"$426,000",-0.40%,9.80%,288,-9.40%,11.20%,314,-6.30%,7.90%,139,-2.80%,-39.00%,17,0,-21,99.80%,-0.40%,1.50%
30328,10/1/2021,"$443,000",3.90%,16.40%,291,1.00%,21.80%,282,-10.20%,-5.10%,129,-7.20%,-43.40%,21,4,-14,99.60%,-0.20%,1.70%
30328,11/1/2021,"$446,000",0.80%,6.30%,254,-12.70%,8.50%,234,-17.00%,-13.00%,117,-9.30%,-44.80%,21,1,-13,99.20%,-0.40%,1.50%
30328,12/1/2021,"$498,000",11.60%,12.40%,243,-4.30%,1.70%,184,-21.40%,-13.60%,80,-31.60%,-52.10%,23,2,-14,99.40%,0.10%,1.70%
30328,1/1/2022,"$416,000",-16.50%,-6.20%,216,-11.10%,4.30%,176,-4.30%,-9.30%,78,-2.50%,-52.10%,23,0,-17,99.10%,-0.20%,1.40%
30328,2/1/2022,"$395,000",-5.00%,9.00%,191,-11.60%,-10.70%,175,-0.60%,-21.90%,74,-5.10%,-46.80%,16,-8,-28,100.10%,0.90%,2.10%
30328,3/1/2022,"$410,000",3.90%,15.20%,192,0.50%,-28.60%,219,25.10%,-24.00%,76,2.70%,-42.90%,16,1,-23,101.20%,1.20%,2.70%
30328,4/1/2022,"$450,000",9.70%,17.80%,191,-0.50%,-39.40%,231,5.50%,-27.60%,72,-5.30%,-47.10%,11,-5,-16,102.90%,1.70%,3.90%
